unique_id,treat,prop_sd_fem2014,sd_onefem2014,county,pc_male,mormon
70816,control,1,1,Summit,1,0
68831,supply,0,0,Sanpete,1,0
70408,supply,.66666669,1,Summit,1,1
98239,both,.5,1,Weber,0,0
98241,both,1,1,Weber,0,0
98256,supply,1,1,Weber,1,0
98423,control,0,0,Weber,1,0
24805,demand,0,0,Davis,1,1
24833,supply,0,0,Davis,1,0
24867,both,.33333334,1,Davis,1,0
24898,demand,.5,1,Davis,1,0
60124,both,.5,1,Salt Lake,1,0
60273,both,0,0,Salt Lake,0,1
98512,control,0,0,Weber,1,0
60447,control,0,0,Salt Lake,1,0
60452,control,0,0,Salt Lake,1,1
98531,demand,1,1,Weber,1,0
60475,supply,0,0,Salt Lake,1,0
98622,supply,0,0,Weber,1,0
98680,demand,0,0,Weber,1,0
98729,supply,0,0,Weber,1,0
98772,both,0,0,Weber,0,0
98786,supply,.5,1,Weber,1,0
14864,both,.5,1,Cache,0,0
14942,supply,0,0,Cache,1,1
15008,demand,.33333334,1,Cache,1,0
15049,both,0,0,Cache,1,0
74025,demand,0,0,Tooele,1,0
86920,control,.66666669,1,Utah,0,0
60583,demand,0,0,Salt Lake,0,1
60651,demand,0,0,Salt Lake,1,1
60738,control,.33333334,1,Salt Lake,0,0
60835,control,0,0,Salt Lake,1,1
98803,supply,.33333334,1,Weber,1,0
98857,both,0,0,Weber,1,0
98900,supply,.5,1,Weber,0,0
98928,supply,0,0,Weber,0,0
98944,supply,0,0,Weber,1,0
98985,supply,0,0,Weber,0,0
99055,both,1,1,Weber,0,0
60861,demand,.5,1,Salt Lake,1,0
60944,control,0,0,Salt Lake,1,1
60985,demand,1,1,Salt Lake,0,1
61217,control,0,0,Salt Lake,1,0
61357,control,0,0,Salt Lake,1,0
61374,both,0,0,Salt Lake,1,1
61446,control,.5,1,Salt Lake,0,0
61479,supply,0,0,Salt Lake,1,0
61507,supply,.33333334,1,Salt Lake,0,1
61576,control,0,0,Salt Lake,1,0
61645,both,.5,1,Salt Lake,0,1
61759,demand,0,0,Salt Lake,1,0
61802,demand,.5,1,Salt Lake,1,0
61841,both,0,0,Salt Lake,1,1
61860,both,0,0,Salt Lake,0,0
61887,control,0,0,Salt Lake,1,1
61936,both,0,0,Salt Lake,0,0
61962,demand,0,0,Salt Lake,1,0
62040,supply,.5,1,Salt Lake,1,1
62135,control,0,0,Salt Lake,1,1
62157,supply,.33333334,1,Salt Lake,0,1
62188,demand,0,0,Salt Lake,1,0
62208,supply,0,0,Salt Lake,1,1
62231,control,.5,1,Salt Lake,1,0
62265,both,0,0,Salt Lake,1,0
62306,demand,0,0,Salt Lake,0,0
62352,demand,0,0,Salt Lake,1,0
62399,demand,0,0,Salt Lake,1,0
62427,control,0,0,Salt Lake,1,0
62470,demand,1,1,Salt Lake,0,0
62491,both,0,0,Salt Lake,1,1
62502,both,0,0,Salt Lake,1,0
62518,control,0,0,Salt Lake,1,0
62539,demand,0,0,Salt Lake,0,0
62560,both,0,0,Salt Lake,1,0
62587,demand,1,1,Salt Lake,1,0
62600,both,0,0,Salt Lake,1,0
62659,both,.5,1,Salt Lake,1,0
62922,control,0,0,Salt Lake,1,0
62951,both,1,1,Salt Lake,1,0
62979,control,0,0,Salt Lake,1,1
63010,both,0,0,Salt Lake,1,0
63109,demand,0,0,Salt Lake,1,1
63113,demand,.5,1,Salt Lake,0,1
63121,control,0,0,Salt Lake,0,0
63178,control,0,0,Salt Lake,0,1
63204,demand,0,0,Salt Lake,1,1
63262,demand,0,0,Salt Lake,0,0
63270,control,0,0,Salt Lake,1,0
63329,demand,0,0,Salt Lake,1,1
63355,supply,.5,1,Salt Lake,0,0
63386,control,1,1,Salt Lake,0,1
63408,both,1,1,Salt Lake,1,0
63449,both,0,0,Salt Lake,1,0
63454,supply,.5,1,Salt Lake,0,1
63496,supply,1,1,Salt Lake,1,1
63567,control,0,0,Salt Lake,1,0
12236,both,0,0,Box Elder,0,0
99212,supply,1,1,Weber,1,0
99323,control,1,1,Weber,1,0
24908,control,.33333334,1,Davis,1,0
24920,demand,0,0,Davis,1,0
24996,demand,0,0,Davis,1,0
25026,control,.33333334,1,Davis,1,0
25057,control,0,0,Davis,1,1
25061,control,0,0,Davis,1,0
25074,control,0,0,Davis,0,1
74751,supply,1,1,Uintah,0,0
63630,both,.5,1,Salt Lake,1,0
63648,demand,0,0,Salt Lake,0,1
63653,both,0,0,Salt Lake,1,0
63761,demand,0,0,Salt Lake,1,0
63828,both,0,0,Salt Lake,1,0
63871,control,0,0,Salt Lake,1,0
64173,supply,0,0,Salt Lake,1,1
64211,control,0,0,Salt Lake,1,0
64224,demand,1,1,Salt Lake,1,1
64276,demand,0,0,Salt Lake,1,1
64305,demand,0,0,Salt Lake,0,1
64380,control,0,0,Salt Lake,1,1
64403,both,.33333334,1,Salt Lake,0,1
64572,control,0,0,Salt Lake,1,0
64586,supply,0,0,Salt Lake,0,0
64604,demand,0,0,Salt Lake,1,0
64636,supply,0,0,Salt Lake,1,0
64658,both,0,0,Salt Lake,1,0
64712,demand,0,0,Salt Lake,1,0
64731,demand,1,1,Salt Lake,0,0
64749,control,0,0,Salt Lake,1,0
64777,supply,0,0,Salt Lake,1,1
64783,demand,0,0,Salt Lake,1,0
64810,demand,0,0,Salt Lake,1,0
64852,supply,0,0,Salt Lake,1,0
64909,supply,1,1,Salt Lake,1,0
64913,control,0,0,Salt Lake,1,0
64984,both,0,0,Salt Lake,1,1
64997,control,0,0,Salt Lake,0,1
65004,control,0,0,Salt Lake,1,1
65036,supply,0,0,Salt Lake,0,0
65186,supply,1,1,Salt Lake,0,1
65234,supply,1,1,Salt Lake,0,0
65350,control,0,0,Salt Lake,1,0
65425,demand,0,0,Salt Lake,1,0
65528,supply,0,0,Salt Lake,1,0
65559,supply,0,0,Salt Lake,1,0
65592,demand,0,0,Salt Lake,0,0
65657,control,0,0,Salt Lake,1,0
65753,both,1,1,Salt Lake,0,1
65782,demand,1,1,Salt Lake,1,0
65795,control,0,0,Salt Lake,1,0
65898,both,0,0,Salt Lake,1,0
65977,both,.5,1,Salt Lake,1,0
66019,supply,.33333334,1,Salt Lake,1,1
66057,both,.5,1,Salt Lake,1,1
66074,control,0,0,Salt Lake,1,0
66088,supply,0,0,Salt Lake,1,0
66137,supply,0,0,Salt Lake,0,0
66171,supply,0,0,Salt Lake,1,0
66214,supply,0,0,Salt Lake,0,1
66251,supply,0,0,Salt Lake,1,0
66308,demand,.5,1,Salt Lake,1,0
66349,demand,1,1,Salt Lake,1,0
66429,demand,0,0,Salt Lake,0,0
66438,both,1,1,Salt Lake,0,1
66472,supply,.5,1,Salt Lake,0,1
66486,control,0,0,Salt Lake,1,0
66504,supply,0,0,Salt Lake,1,0
66558,supply,0,0,Salt Lake,1,0
66589,supply,0,0,Salt Lake,1,0
66591,both,0,0,Salt Lake,1,0
66618,both,.5,1,Salt Lake,1,1
25144,demand,0,0,Davis,1,0
25159,control,.66666669,1,Davis,0,0
25163,control,0,0,Davis,1,1
25312,supply,0,0,Davis,1,1
25354,both,.5,1,Davis,1,0
25377,supply,0,0,Davis,1,1
